name,modelDate,manufacturer,model,color,imageUrl,brand,description,mileageFromOdometer,sku,vehicleIdentificationNumber,offers,itemListElement
2021 Ford F150 SuperCrew Cab,2021,Ford,F150 SuperCrew Cab,White,//cdnblob.fastly.carvana.io/2002232645/post-large/normalized/zoomcrop/2002232645-edc-02.jpg,Ford,"Used 2021 Ford F150 SuperCrew Cab XLT 5 1/2 ft with 22759 miles - $42,590",22759,2002232645,1FTFW1E57MFB17919,"{'@type': 'Offer', 'price': 42590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2651588'}",
2018 Ford Mustang,2018,Ford,Mustang,Orange,//cdnblob.fastly.carvana.io/2002295423/post-large/normalized/zoomcrop/2002295423-edc-02.jpg,Ford,"Used 2018 Ford Mustang GT with 5236 miles - $37,990",5236,2002295423,1FA6P8CF0J5116975,"{'@type': 'Offer', 'price': 37990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2693435'}",
2019 BMW 4 Series,2019,BMW,4 Series,Black,//cdnblob.fastly.carvana.io/2002323587/post-large/normalized/zoomcrop/2002323587-edc-02.jpg,BMW,"Used 2019 BMW 4 Series 430i xDrive with 26325 miles - $34,590",26325,2002323587,WBA4W5C50KAE51219,"{'@type': 'Offer', 'price': 34590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2707770'}",
2019 Nissan Sentra,2019,Nissan,Sentra,Black,//cdnblob.fastly.carvana.io/2002313001/post-large/normalized/zoomcrop/2002313001-edc-02.jpg,Nissan,"Used 2019 Nissan Sentra SV with 21314 miles - $21,990",21314,2002313001,3N1AB7AP8KY215169,"{'@type': 'Offer', 'price': 21990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2701422'}",
2021 Nissan Altima,2021,Nissan,Altima,Red,//cdnblob.fastly.carvana.io/2002294166/post-large/normalized/zoomcrop/2002294166-edc-02.jpg,Nissan,"Used 2021 Nissan Altima 2.5 SR with 16016 miles - $27,990",16016,2002294166,1N4BL4CW9MN346747,"{'@type': 'Offer', 'price': 27990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2690187'}",
2019 Ford F150 Super Cab,2019,Ford,F150 Super Cab,White,//cdnblob.fastly.carvana.io/2002232762/post-large/normalized/zoomcrop/2002232762-edc-02.jpg,Ford,"Used 2019 Ford F150 Super Cab XL 6 1/2 ft with 23423 miles - $32,590",23423,2002232762,1FTEX1EB8KKD23396,"{'@type': 'Offer', 'price': 32590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2662567'}",
2018 Chevrolet Cruze,2018,Chevrolet,Cruze,Gray,//cdnblob.fastly.carvana.io/2002309878/post-large/normalized/zoomcrop/2002309878-edc-02.jpg,Chevrolet,"Used 2018 Chevrolet Cruze LT with 5589 miles - $22,990",5589,2002309878,1G1BE5SM7J7124999,"{'@type': 'Offer', 'price': 22990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2697538'}",
2018 Volkswagen Tiguan,2018,Volkswagen,Tiguan,Black,//cdnblob.fastly.carvana.io/2002328124/post-large/normalized/zoomcrop/2002328124-edc-02.jpg,Volkswagen,"Used 2018 Volkswagen Tiguan 2.0T SEL 4MOTION with 16561 miles - $29,590",16561,2002328124,3VV2B7AXXJM157106,"{'@type': 'Offer', 'price': 29590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2708965'}",
2018 Chevrolet Silverado 1500 Double Cab,2018,Chevrolet,Silverado 1500 Double Cab,Red,//cdnblob.fastly.carvana.io/2002286676/post-large/normalized/zoomcrop/2002286676-edc-02.jpg,Chevrolet,"Used 2018 Chevrolet Silverado 1500 Double Cab Z71 LT 6 1/2 ft with 21417 miles - $37,990",21417,2002286676,2GCVKREC2J1106799,"{'@type': 'Offer', 'price': 37990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2684044'}",
2019 Honda Civic,2019,Honda,Civic,Black,//cdnblob.fastly.carvana.io/2002270081/post-large/normalized/zoomcrop/2002270081-edc-02.jpg,Honda,"Used 2019 Honda Civic Si with 22397 miles - $27,990",22397,2002270081,2HGFC1E58KH707326,"{'@type': 'Offer', 'price': 27990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2675806'}",
2021 Volkswagen Golf GTI,2021,Volkswagen,Golf GTI,White,//cdnblob.fastly.carvana.io/2002316496/post-large/normalized/zoomcrop/2002316496-edc-02.jpg,Volkswagen,"Used 2021 Volkswagen Golf GTI S Hatchback with 18950 miles - $31,590",18950,2002316496,3VW6T7AU4MM010168,"{'@type': 'Offer', 'price': 31590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2705820'}",
2019 Buick Encore,2019,Buick,Encore,Black,//cdnblob.fastly.carvana.io/2002320066/post-large/normalized/zoomcrop/2002320066-edc-02.jpg,Buick,"Used 2019 Buick Encore Preferred with 21894 miles - $24,590",21894,2002320066,KL4CJESB9KB834954,"{'@type': 'Offer', 'price': 24590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2705824'}",
2021 Jeep Compass,2021,Jeep,Compass,Blue,//cdnblob.fastly.carvana.io/2002297424/post-large/normalized/zoomcrop/2002297424-edc-02.jpg,Jeep,"Used 2021 Jeep Compass Latitude with 11410 miles - $26,990",11410,2002297424,3C4NJCBB9MT518510,"{'@type': 'Offer', 'price': 26990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2696494'}",
2022 Jeep Renegade,2022,Jeep,Renegade,White,//cdnblob.fastly.carvana.io/2002319207/post-large/normalized/zoomcrop/2002319207-edc-02.jpg,Jeep,"Used 2022 Jeep Renegade Limited with 8792 miles - $30,990",8792,2002319207,ZACNJDD11NPN51629,"{'@type': 'Offer', 'price': 30990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2701415'}",
2020 Ford Mustang,2020,Ford,Mustang,Gray,//cdnblob.fastly.carvana.io/2002324256/post-large/normalized/zoomcrop/2002324256-edc-02.jpg,Ford,"Used 2020 Ford Mustang EcoBoost with 3519 miles - $30,990",3519,2002324256,1FA6P8THXL5135764,"{'@type': 'Offer', 'price': 30990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2705832'}",
2018 Mitsubishi Eclipse Cross,2018,Mitsubishi,Eclipse Cross,White,//cdnblob.fastly.carvana.io/2002306097/post-large/normalized/zoomcrop/2002306097-edc-02.jpg,Mitsubishi,"Used 2018 Mitsubishi Eclipse Cross ES with 26388 miles - $22,990",26388,2002306097,JA4AT3AA5JZ069715,"{'@type': 'Offer', 'price': 22990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2696493'}",
2022 Ram 1500 Crew Cab,2022,Ram,1500 Crew Cab,White,//cdnblob.fastly.carvana.io/2002285760/post-large/normalized/zoomcrop/2002285760-edc-02.jpg,Ram,"Used 2022 Ram 1500 Crew Cab Big Horn 5 1/2 ft with 7345 miles - $45,990",7345,2002285760,1C6RRFFG0NN352971,"{'@type': 'Offer', 'price': 45990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2687385'}",
2018 Toyota Corolla iM,2018,Toyota,Corolla iM,Red,//cdnblob.fastly.carvana.io/2002313602/post-large/normalized/zoomcrop/2002313602-edc-02.jpg,Toyota,"Used 2018 Toyota Corolla iM base with 10108 miles - $24,590",10108,2002313602,JTNKARJE8JJ572638,"{'@type': 'Offer', 'price': 24590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2703617'}",
2021 Toyota Tacoma Double Cab,2021,Toyota,Tacoma Double Cab,Gray,//cdnblob.fastly.carvana.io/2002322691/post-large/normalized/zoomcrop/2002322691-edc-02.jpg,Toyota,"Used 2021 Toyota Tacoma Double Cab TRD Off-Road 5 ft with 25611 miles - $41,990",25611,2002322691,3TYCZ5AN8MT029943,"{'@type': 'Offer', 'price': 41990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2705822'}",
2021 Mercedes-Benz GLB,2021,Mercedes-Benz,GLB,Black,//cdnblob.fastly.carvana.io/2002302826/post-large/normalized/zoomcrop/2002302826-edc-02.jpg,Mercedes-Benz,"Used 2021 Mercedes-Benz GLB GLB 250 4MATIC with 26956 miles - $39,990",26956,2002302826,W1N4M4HB5MW125316,"{'@type': 'Offer', 'price': 39990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2692847'}",
2022 MAZDA MAZDA3,2022,MAZDA,MAZDA3,White,//cdnblob.fastly.carvana.io/2002314791/post-large/normalized/zoomcrop/2002314791-edc-02.jpg,MAZDA,"Used 2022 MAZDA MAZDA3 Preferred with 10140 miles - $28,990",10140,2002314791,JM1BPALL1N1512965,"{'@type': 'Offer', 'price': 28990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2703611'}",
2019 MAZDA CX-3,2019,MAZDA,CX-3,Blue,//cdnblob.fastly.carvana.io/2002312743/post-large/normalized/zoomcrop/2002312743-edc-02.jpg,MAZDA,"Used 2019 MAZDA CX-3 base with 25963 miles - $23,990",25963,2002312743,JM1DKFB70K0424189,"{'@type': 'Offer', 'price': 23990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2702550'}",
2022 Subaru Outback,2022,Subaru,Outback,Black,//cdnblob.fastly.carvana.io/2002309840/post-large/normalized/zoomcrop/2002309840-edc-02.jpg,Subaru,"Used 2022 Subaru Outback Wilderness with 17608 miles - $38,990",17608,2002309840,4S4BTGUD7N3155801,"{'@type': 'Offer', 'price': 38990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2699692'}",
2021 Toyota Prius,2021,Toyota,Prius,Green,//cdnblob.fastly.carvana.io/2002315716/post-large/normalized/zoomcrop/2002315716-edc-02.jpg,Toyota,"Used 2021 Toyota Prius XLE with 15365 miles - $33,590",15365,2002315716,JTDL9MFU0M3028762,"{'@type': 'Offer', 'price': 33590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2701416'}",
2020 Volvo XC40,2020,Volvo,XC40,Blue,//cdnblob.fastly.carvana.io/2002309171/post-large/normalized/zoomcrop/2002309171-edc-02.jpg,Volvo,"Used 2020 Volvo XC40 T5 R-Design with 19990 miles - $37,990",19990,2002309171,YV4162UM8L2324461,"{'@type': 'Offer', 'price': 37990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2697545'}",
2022 GMC Sierra 1500 Limited Crew Cab,2022,GMC,Sierra 1500 Limited Crew Cab,White,//cdnblob.fastly.carvana.io/2002307244/post-large/normalized/zoomcrop/2002307244-edc-02.jpg,GMC,"Used 2022 GMC Sierra 1500 Limited Crew Cab SLT 6 1/2 ft with 13630 miles - $53,990",13630,2002307244,3GTU9DED3NG126785,"{'@type': 'Offer', 'price': 53990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2696490'}",
2018 Alfa Romeo Giulia,2018,Alfa Romeo,Giulia,Black,//cdnblob.fastly.carvana.io/2002303046/post-large/normalized/zoomcrop/2002303046-edc-02.jpg,Alfa Romeo,"Used 2018 Alfa Romeo Giulia Ti Sport with 28066 miles - $30,590",28066,2002303046,ZARFAEEN6J7576120,"{'@type': 'Offer', 'price': 30590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2692837'}",
2021 Kia K5,2021,Kia,K5,Red,//cdnblob.fastly.carvana.io/2002309121/post-large/normalized/zoomcrop/2002309121-edc-02.jpg,Kia,"Used 2021 Kia K5 GT-Line with 29832 miles - $28,990",29832,2002309121,5XXG64J23MG010028,"{'@type': 'Offer', 'price': 28990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2697546'}",
2018 Jeep Wrangler,2018,Jeep,Wrangler,Black,//cdnblob.fastly.carvana.io/2002300389/post-large/normalized/zoomcrop/2002300389-edc-02.jpg,Jeep,"Used 2018 Jeep Wrangler All New Sport with 29395 miles - $33,590",29395,2002300389,1C4GJXAG9JW277552,"{'@type': 'Offer', 'price': 33590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2696511'}",
2020 Mercedes-Benz A-Class,2020,Mercedes-Benz,A-Class,White,//cdnblob.fastly.carvana.io/2002302380/post-large/normalized/zoomcrop/2002302380-edc-02.jpg,Mercedes-Benz,"Used 2020 Mercedes-Benz A-Class A 220 4MATIC with 22116 miles - $33,990",22116,2002302380,WDD3G4FB4LW040646,"{'@type': 'Offer', 'price': 33990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2695249'}",
2020 Jeep Renegade,2020,Jeep,Renegade,Gray,//cdnblob.fastly.carvana.io/2002311375/post-large/normalized/zoomcrop/2002311375-edc-02.jpg,Jeep,"Used 2020 Jeep Renegade Latitude with 14741 miles - $25,590",14741,2002311375,ZACNJBBB0LPL98108,"{'@type': 'Offer', 'price': 25590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2698731'}",
2019 Chevrolet Trax,2019,Chevrolet,Trax,Gray,//cdnblob.fastly.carvana.io/2002302364/post-large/normalized/zoomcrop/2002302364-edc-02.jpg,Chevrolet,"Used 2019 Chevrolet Trax LS with 20395 miles - $19,990",20395,2002302364,3GNCJKSB8KL254959,"{'@type': 'Offer', 'price': 19990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2696519'}",
2018 Hyundai Sonata,2018,Hyundai,Sonata,Silver,//cdnblob.fastly.carvana.io/2002301163/post-large/normalized/zoomcrop/2002301163-edc-02.jpg,Hyundai,"Used 2018 Hyundai Sonata Sport+ with 23764 miles - $22,990",23764,2002301163,5NPE34AF0JH723391,"{'@type': 'Offer', 'price': 22990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2696508'}",
2020 Jeep Gladiator,2020,Jeep,Gladiator,Red,//cdnblob.fastly.carvana.io/2002267005/post-large/normalized/zoomcrop/2002267005-edc-02.jpg,Jeep,"Used 2020 Jeep Gladiator Sport 5 ft with 26774 miles - $36,990",26774,2002267005,1C6HJTAG4LL142648,"{'@type': 'Offer', 'price': 36990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2687401'}",
2023 Kia Sportage,2023,Kia,Sportage,Black,//cdnblob.fastly.carvana.io/2002295693/post-large/normalized/zoomcrop/2002295693-edc-02.jpg,Kia,"Used 2023 Kia Sportage SX Prestige with 7573 miles - $39,590",7573,2002295693,5XYK5CAF6PG001916,"{'@type': 'Offer', 'price': 39590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2695278'}",
2021 MAZDA CX-5,2021,MAZDA,CX-5,Gray,//cdnblob.fastly.carvana.io/2002289976/post-large/normalized/zoomcrop/2002289976-edc-02.jpg,MAZDA,"Used 2021 MAZDA CX-5 Carbon Edition Turbo with 14852 miles - $33,590",14852,2002289976,JM3KFBCY0M0322848,"{'@type': 'Offer', 'price': 33590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2685339'}",
2021 Toyota Highlander,2021,Toyota,Highlander,Gray,//cdnblob.fastly.carvana.io/2002296835/post-large/normalized/zoomcrop/2002296835-edc-02.jpg,Toyota,"Used 2021 Toyota Highlander XLE with 12836 miles - $42,590",12836,2002296835,5TDHZRBH6MS060836,"{'@type': 'Offer', 'price': 42590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2691793'}",
2021 Subaru Crosstrek,2021,Subaru,Crosstrek,Gray,//cdnblob.fastly.carvana.io/2002289956/post-large/normalized/zoomcrop/2002289956-edc-02.jpg,Subaru,"Used 2021 Subaru Crosstrek Sport with 10524 miles - $30,590",10524,2002289956,JF2GTHRC7MH662426,"{'@type': 'Offer', 'price': 30590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2689628'}",
2021 Ford EcoSport,2021,Ford,EcoSport,Silver,//cdnblob.fastly.carvana.io/2002284761/post-large/normalized/zoomcrop/2002284761-edc-02.jpg,Ford,"Used 2021 Ford EcoSport SE with 5345 miles - $24,590",5345,2002284761,MAJ6S3GL3MC404748,"{'@type': 'Offer', 'price': 24590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2684039'}",
2021 MINI Hardtop 2 Door,2021,MINI,Hardtop 2 Door,Green,//cdnblob.fastly.carvana.io/2002269358/post-large/normalized/zoomcrop/2002269358-edc-02.jpg,MINI,"Used 2021 MINI Hardtop 2 Door Cooper SE with 13698 miles - $30,590",13698,2002269358,WMWXP3C08M2N49542,"{'@type': 'Offer', 'price': 30590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2675802'}",
2022 Honda HR-V,2022,Honda,HR-V,Black,//cdnblob.fastly.carvana.io/2002285716/post-large/normalized/zoomcrop/2002285716-edc-02.jpg,Honda,"Used 2022 Honda HR-V LX with 14549 miles - $26,990",14549,2002285716,3CZRU6H33NM745191,"{'@type': 'Offer', 'price': 26990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2684027'}",
2019 Ford Edge,2019,Ford,Edge,White,//cdnblob.fastly.carvana.io/2002222558/post-large/normalized/zoomcrop/2002222558-edc-02.jpg,Ford,"Used 2019 Ford Edge Titanium with 16554 miles - $29,990",16554,2002222558,2FMPK4K94KBC00663,"{'@type': 'Offer', 'price': 29990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2647601'}",
2021 Ford Ranger SuperCrew,2021,Ford,Ranger SuperCrew,Black,//cdnblob.fastly.carvana.io/2002246998/post-large/normalized/zoomcrop/2002246998-edc-02.jpg,Ford,"Used 2021 Ford Ranger SuperCrew XLT 5 ft with 21192 miles - $36,590",21192,2002246998,1FTER4EH5MLD86307,"{'@type': 'Offer', 'price': 36590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2689413'}",
2020 Toyota Highlander,2020,Toyota,Highlander,Black,//cdnblob.fastly.carvana.io/2002317578/post-large/normalized/zoomcrop/2002317578-edc-02.jpg,Toyota,"Used 2020 Toyota Highlander Limited with 23672 miles - $41,990",23672,2002317578,5TDYZRAH7LS002878,"{'@type': 'Offer', 'price': 41990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2706188'}",
2021 Jeep Wrangler Unlimited,2021,Jeep,Wrangler Unlimited,Black,//cdnblob.fastly.carvana.io/2002210384/post-large/normalized/zoomcrop/2002210384-edc-02.jpg,Jeep,"Used 2021 Jeep Wrangler Unlimited Sport with 19633 miles - $39,990",19633,2002210384,1C4HJXDG4MW511231,"{'@type': 'Offer', 'price': 39990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2633416'}",
2020 Lexus IS,2020,Lexus,IS,Silver,//cdnblob.fastly.carvana.io/2002321548/post-large/normalized/zoomcrop/2002321548-edc-02.jpg,Lexus,"Used 2020 Lexus IS IS 300 with 16019 miles - $35,590",16019,2002321548,JTHD81F24L5040340,"{'@type': 'Offer', 'price': 35590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2700970'}",
2022 MINI Hardtop 2 Door,2022,MINI,Hardtop 2 Door,Gray,//cdnblob.fastly.carvana.io/2002259528/post-large/2002259528-edc-02-search.jpg,MINI,"Used 2022 MINI Hardtop 2 Door Cooper SE with 4048 miles - $30,590",4048,2002259528,WMW13DJ02N2S47028,"{'@type': 'Offer', 'price': 30590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2672829'}",
2021 Dodge Challenger,2021,Dodge,Challenger,Gray,//cdnblob.fastly.carvana.io/2002298894/post-large/normalized/zoomcrop/2002298894-edc-02.jpg,Dodge,"Used 2021 Dodge Challenger R/T with 8124 miles - $39,590",8124,2002298894,2C3CDZBT2MH641864,"{'@type': 'Offer', 'price': 39590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2689788'}",
2020 Ford Mustang,2020,Ford,Mustang,Green,//cdnblob.fastly.carvana.io/2002328052/post-large/normalized/zoomcrop/2002328052-edc-02.jpg,Ford,"Used 2020 Ford Mustang GT Premium with 21406 miles - $41,590",21406,2002328052,1FA6P8CFXL5143393,"{'@type': 'Offer', 'price': 41590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2707905'}",
2021 Jeep Gladiator,2021,Jeep,Gladiator,White,//cdnblob.fastly.carvana.io/2002228277/post-large/normalized/zoomcrop/2002228277-edc-02.jpg,Jeep,"Used 2021 Jeep Gladiator Willys Sport 5 ft with 7414 miles - $38,990",7414,2002228277,1C6HJTAG3ML600293,"{'@type': 'Offer', 'price': 38990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2646111'}",
2019 Dodge Challenger,2019,Dodge,Challenger,White,//cdnblob.fastly.carvana.io/2002251075/post-large/normalized/zoomcrop/2002251075-edc-02.jpg,Dodge,"Used 2019 Dodge Challenger GT with 22730 miles - $31,590",22730,2002251075,2C3CDZKG7KH752717,"{'@type': 'Offer', 'price': 31590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2665681'}",
2022 Kia Rio,2022,Kia,Rio,Silver,//cdnblob.fastly.carvana.io/2002328802/post-large/2002328802-edc-02-search.jpg,Kia,"Used 2022 Kia Rio S with 22245 miles - $22,590",22245,2002328802,3KPA24AD9NE458335,"{'@type': 'Offer', 'price': 22590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2705844'}",
2020 Nissan Frontier Crew Cab,2020,Nissan,Frontier Crew Cab,Red,//cdnblob.fastly.carvana.io/2002324291/post-large/normalized/zoomcrop/2002324291-edc-02.jpg,Nissan,"Used 2020 Nissan Frontier Crew Cab PRO-4X 5 ft with 10633 miles - $37,590",10633,2002324291,1N6ED0EBXLN711892,"{'@type': 'Offer', 'price': 37590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2702885'}",
2019 Lexus RX,2019,Lexus,RX,Blue,//cdnblob.fastly.carvana.io/2002234538/post-large/normalized/zoomcrop/2002234538-edc-02.jpg,Lexus,"Used 2019 Lexus RX RX 350 with 22571 miles - $39,990",22571,2002234538,2T2BZMCA7KC187493,"{'@type': 'Offer', 'price': 39990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2652371'}",
2019 Alfa Romeo Stelvio,2019,Alfa Romeo,Stelvio,Black,//cdnblob.fastly.carvana.io/2002162568/post-large/normalized/zoomcrop/2002162568-edc-02.jpg,Alfa Romeo,"Used 2019 Alfa Romeo Stelvio Sport with 7308 miles - $32,990",7308,2002162568,ZASPAJAN4K7C43131,"{'@type': 'Offer', 'price': 32990, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2610590'}",
2022 Toyota Tacoma Access Cab,2022,Toyota,Tacoma Access Cab,Gray,//cdnblob.fastly.carvana.io/2002325666/post-large/normalized/zoomcrop/2002325666-edc-02.jpg,Toyota,"Used 2022 Toyota Tacoma Access Cab SR 6 ft with 14887 miles - $33,590",14887,2002325666,3TYSX5EN2NT015422,"{'@type': 'Offer', 'price': 33590, 'priceCurrency': 'USD', 'availability': 'http://schema.org/InStock', 'priceValidUntil': 'January 1, 2030', 'url': 'https://www.carvana.com/vehicle/2708734'}",
